,Data,,T1,T2,T3,T4,F1,F2,Empty1,Empty2
648,21/09/2022 20:39:12683400,,404.308,31.964,336.476,209.108,219.976.075,506,65535,65535
649,21/09/2022 20:39:13681800,,404.552,316.224,33.672,20.862,219.976.075,509,65535,65535
650,21/09/2022 20:39:14680200,,404.308,314.028,335.256,209.108,217.198.915,508,65535,65535
651,21/09/2022 20:39:15678600,,404.308,312.808,33.55,209.352,219.050.355,509,65535,65535
652,21/09/2022 20:39:16677000,,404.308,31.476,33.55,209.108,219.050.355,508,65535,65535
653,21/09/2022 20:39:17675400,,404.064,31.476,335.744,20.862,219.976.075,508,65535,65535
654,21/09/2022 20:39:18689400,,402.844,315.004,335.988,209.352,217.198.915,509,65535,65535
655,21/09/2022 20:39:19687800,,404.308,317.932,335.988,209.108,218.124.635,506,65535,65535
656,21/09/2022 20:39:20686200,,402.844,31.598,335.988,209.108,219.050.355,506,65535,65535
657,21/09/2022 20:39:21684600,,403.088,315.004,33.55,20.862,219.050.355,508,65535,65535
658,21/09/2022 20:39:22683000,,403.088,312.808,335.256,209.596,217.198.915,506,65535,65535
659,21/09/2022 20:39:23665800,,403.088,312.564,335.988,210.328,218.124.635,508,65535,65535
660,21/09/2022 20:39:24679800,,401.624,312.076,335.988,209.596,218.124.635,508,65535,65535
661,21/09/2022 20:39:25678200,,401.868,30.988,334.768,209.596,219.976.075,506,65535,65535
662,21/09/2022 20:39:26676600,,401.868,31.11,33.55,209.596,218.124.635,505,65535,65535
663,21/09/2022 20:39:27675000,,401.136,312.808,33.55,209.596,219.050.355,505,65535,65535
664,21/09/2022 20:39:28689000,,401.868,313.296,334.768,209.596,219.976.075,506,65535,65535
665,21/09/2022 20:39:29671800,,401.868,312.808,334.768,209.596,221.827.515,506,65535,65535
666,21/09/2022 20:39:30670200,,401.624,312.564,334.524,209.108,218.124.635,506,65535,65535
667,21/09/2022 20:39:31684200,,401.136,313.296,335.256,209.108,217.198.915,511,65535,65535
668,21/09/2022 20:39:32682600,,401.624,31.598,334.768,209.596,217.198.915,509,65535,65535
669,21/09/2022 20:39:33681000,,401.624,313.296,334.768,20.984,217.198.915,506,65535,65535
670,21/09/2022 20:39:34679400,,401.136,311.344,335.744,209.596,217.198.915,504,65535,65535
671,21/09/2022 20:39:35677800,,401.624,312.076,334.036,20.984,217.198.915,505,65535,65535
672,21/09/2022 20:39:36676200,,400.892,31.11,334.768,209.108,218.124.635,503,65535,65535
673,21/09/2022 20:39:44445000,,401.868,291.336,32.94,20.984,80.192.355,504,65535,65535
674,21/09/2022 20:39:45474600,,401.136,284.992,325.984,209.596,76.489.475,505,65535,65535
675,21/09/2022 20:39:46473000,,400.648,27.938,323.544,209.596,74.638.035,508,65535,65535
676,21/09/2022 20:39:47471400,,400.892,276.696,320.128,209.596,72.786.595,506,65535,65535
677,21/09/2022 20:39:48469800,,400.892,27.572,316.712,20.984,71.860.875,509,65535,65535
678,21/09/2022 20:39:49483800,,400.648,27.206,313.296,210.572,70.009.435,508,65535,65535
679,21/09/2022 20:39:50482200,,400.892,268.644,310.612,20.984,70.009.435,505,65535,65535
680,21/09/2022 20:39:51480600,,400.892,265.228,307.684,209.596,68.157.995,508,65535,65535
681,21/09/2022 20:39:52479000,,399.916,262.788,305.976,210.572,66.306.555,506,65535,65535
682,21/09/2022 20:39:53477400,,399.916,262.544,302.072,210.328,68.157.995,506,65535,65535
683,21/09/2022 20:39:54475800,,399.916,260.348,300.608,20.984,68.157.995,503,65535,65535
684,21/09/2022 20:39:55474200,,400.404,25.864,299.876,210.572,68.157.995,505,65535,65535
685,21/09/2022 20:39:56472600,,399.916,25.62,297.436,210.572,70.935.155,505,65535,65535
686,21/09/2022 20:39:57486600,,399.916,254.492,296.216,20.984,70.935.155,505,65535,65535
687,21/09/2022 20:39:58485000,,399.916,253.028,294.508,210.572,70.009.435,509,65535,65535
688,21/09/2022 20:39:59467800,,400.404,252.784,293.288,210.328,70.009.435,510,65535,65535
689,21/09/2022 20:40:00466200,,400.892,250.588,292.068,210.572,70.009.435,510,65535,65535
690,21/09/2022 20:40:06550200,,399.916,250.832,284.504,210.572,26.500.595,510,65535,65535
691,21/09/2022 20:40:07626600,,399.916,242.536,281.088,210.572,26.500.595,506,65535,65535
692,21/09/2022 20:40:08578200,,399.428,235.704,27.816,210.572,25.574.875,509,65535,65535
693,21/09/2022 20:40:09576600,,399.672,231.556,275.232,210.572,25.574.875,508,65535,65535
694,21/09/2022 20:40:10575000,,399.184,22.936,273.036,210.816,25.574.875,508,65535,65535
695,21/09/2022 20:40:11573400,,399.428,227.408,270.596,210.572,25.574.875,505,65535,65535
696,21/09/2022 20:40:12571800,,399.672,22.57,267.424,210.816,25.574.875,506,65535,65535
697,21/09/2022 20:40:13585800,,399.672,224.968,265.472,210.572,26.500.595,505,65535,65535
698,21/09/2022 20:40:14584200,,399.184,224.968,26.352,210.572,26.500.595,505,65535,65535
699,21/09/2022 20:40:15567000,,399.672,225.456,261.324,20.984,28.352.035,506,65535,65535
700,21/09/2022 20:40:16596600,,398.452,224.968,260.104,20.984,28.352.035,506,65535,65535
701,21/09/2022 20:40:17579400,,398.452,224.968,258.396,210.328,28.352.035,509,65535,65535
702,21/09/2022 20:40:18577800,,398.452,22.448,25.742,210.572,28.352.035,506,65535,65535
703,21/09/2022 20:40:19576200,,398.696,222.284,25.498,210.816,26.500.595,508,65535,65535
704,21/09/2022 20:40:20590200,,398.208,221.064,252.784,210.816,26.500.595,506,65535,65535
705,21/09/2022 20:40:21588600,,398.452,219.844,251.808,20.984,20.946.275,508,65535,65535
706,21/09/2022 20:40:22571400,,398.452,219.844,250.344,210.572,24.649.155,506,65535,65535
707,21/09/2022 20:40:23569800,,398.208,218.624,249.368,210.572,24.649.155,505,65535,65535
708,21/09/2022 20:40:24568200,,397.476,217.892,248.636,210.572,23.723.435,504,65535,65535
709,21/09/2022 20:40:25582200,,398.452,217.892,247.904,210.572,23.723.435,506,65535,65535
710,21/09/2022 20:40:26580600,,397.476,21.716,246.196,210.572,24.649.155,506,65535,65535
711,21/09/2022 20:40:27594600,,397.964,216.672,245.952,210.572,25.574.875,508,65535,65535
712,21/09/2022 20:40:33631800,,396.988,21.594,241.072,210.572,17.243.395,501,65535,65535
713,21/09/2022 20:40:34645800,,396.988,215.208,240.096,210.572,16.317.675,501,65535,65535
714,21/09/2022 20:40:35644200,,397.232,215.208,238.388,210.572,17.243.395,504,65535,65535
715,21/09/2022 20:40:36658200,,396.988,21.594,237.168,210.572,15.391.955,501,65535,65535
716,21/09/2022 20:40:37656600,,397.476,217.892,23.668,211.792,11.689.075,504,65535,65535
717,21/09/2022 20:40:38670600,,397.964,217.892,235.216,211.792,14.466.235,504,65535,65535
718,21/09/2022 20:40:39653400,,397.964,218.624,234.972,211.548,17.243.395,505,65535,65535
719,21/09/2022 20:40:40651800,,397.964,218.868,23.424,211.792,14.466.235,506,65535,65535
720,21/09/2022 20:40:41650200,,398.208,218.868,233.752,211.548,15.391.955,501,65535,65535
721,21/09/2022 20:40:42648600,,397.476,219.844,232.776,210.572,15.391.955,503,65535,65535
722,21/09/2022 20:40:43647000,,397.476,219.844,231.312,210.572,15.391.955,504,65535,65535
723,21/09/2022 20:40:44661000,,397.476,218.868,230.336,210.816,16.317.675,505,65535,65535
724,21/09/2022 20:40:45659400,,397.476,219.112,23.058,210.816,14.466.235,506,65535,65535
725,21/09/2022 20:40:46657800,,397.964,218.868,22.936,210.572,15.391.955,506,65535,65535
726,21/09/2022 20:40:47640600,,397.232,219.112,229.604,210.572,14.466.235,505,65535,65535
727,21/09/2022 20:40:48654600,,396.988,218.624,228.384,210.572,14.466.235,505,65535,65535
728,21/09/2022 20:40:49653000,,396.256,218.624,227.408,211.548,14.466.235,506,65535,65535
729,21/09/2022 20:40:50651400,,396.256,21.838,227.164,211.548,12.614.795,505,65535,65535
730,21/09/2022 20:40:51649800,,396.256,217.404,227.408,210.572,14.466.235,505,65535,65535
731,21/09/2022 20:40:52663800,,396.012,21.716,227.164,211.548,14.466.235,504,65535,65535
732,21/09/2022 20:40:53646600,,396.256,21.716,226.188,21.106,11.689.075,501,65535,65535
733,21/09/2022 20:40:54645000,,396.256,216.672,22.57,210.328,12.614.795,501,65535,65535
734,21/09/2022 20:40:55643400,,396.256,21.716,226.188,210.572,14.466.235,508,65535,65535
735,21/09/2022 20:40:56641800,,396.256,216.672,22.57,21.106,15.391.955,508,65535,65535
736,21/09/2022 20:40:57640200,,396.256,21.594,22.57,210.328,15.391.955,505,65535,65535
737,21/09/2022 20:40:58654200,,395.524,21.594,225.456,210.572,14.466.235,506,65535,65535
738,21/09/2022 20:40:59652600,,395.768,21.594,224.968,211.792,14.466.235,511,65535,65535
739,21/09/2022 20:41:00651000,,395.524,21.594,224.724,210.572,16.317.675,509,65535,65535
740,21/09/2022 20:41:01649400,,395.768,216.184,223.748,211.548,15.391.955,508,65535,65535
741,21/09/2022 20:41:07702200,,394.792,213.988,224.236,211.548,26.500.595,504,65535,65535
742,21/09/2022 20:41:08716200,,394.792,214.964,22.448,211.548,29.277.755,509,65535,65535
743,21/09/2022 20:41:09730200,,393.572,215.452,22.448,21.106,32.980.635,505,65535,65535
744,21/09/2022 20:41:10728600,,393.816,215.208,22.57,210.572,32.980.635,501,65535,65535
745,21/09/2022 20:41:11789400,,393.572,214.964,227.408,211.792,34.832.075,503,65535,65535
746,21/09/2022 20:41:12741000,,393.572,214.964,22.814,211.548,37.609.235,505,65535,65535
747,21/09/2022 20:41:13723800,,393.816,21.472,229.604,211.548,38.534.955,508,65535,65535
748,21/09/2022 20:41:14722200,,393.572,21.472,23.058,211.792,39.460.675,509,65535,65535
749,21/09/2022 20:41:15720600,,393.572,214.964,232.532,211.548,38.534.955,508,65535,65535
750,21/09/2022 20:41:16719000,,392.596,214.232,232.532,211.548,38.534.955,508,65535,65535
751,21/09/2022 20:41:17717400,,393.572,214.964,234.484,21.106,37.609.235,505,65535,65535
752,21/09/2022 20:41:18731400,,393.816,21.472,235.216,211.792,38.534.955,503,65535,65535
753,21/09/2022 20:41:19729800,,393.572,214.964,23.546,211.548,38.534.955,504,65535,65535
754,21/09/2022 20:41:20743800,,393.572,214.964,23.668,211.548,38.534.955,501,65535,65535
755,21/09/2022 20:41:21726600,,39.284,21.472,236.436,211.792,37.609.235,501,65535,65535
756,21/09/2022 20:41:22725000,,39.284,214.964,237.412,211.792,37.609.235,504,65535,65535
757,21/09/2022 20:41:23723400,,393.328,214.964,237.656,211.792,37.609.235,504,65535,65535
758,21/09/2022 20:41:24721800,,393.328,21.472,23.912,211.548,38.534.955,505,65535,65535
759,21/09/2022 20:41:25720200,,39.284,214.964,23.912,210.816,39.460.675,506,65535,65535
760,21/09/2022 20:41:31757400,,393.816,216.428,24.034,211.548,16.317.675,504,65535,65535
761,21/09/2022 20:41:32771400,,39.284,21.716,240.096,211.792,16.317.675,504,65535,65535
762,21/09/2022 20:41:33769800,,394.548,216.672,23.79,21.106,15.391.955,501,65535,65535
763,21/09/2022 20:41:34783800,,393.816,216.672,237.412,211.792,16.317.675,503,65535,65535
764,21/09/2022 20:41:35782200,,394.792,217.404,236.192,211.792,12.614.795,503,65535,65535
765,21/09/2022 20:41:36780600,,395.036,21.594,234.972,211.548,15.391.955,504,65535,65535
766,21/09/2022 20:41:37779000,,394.548,21.594,233.996,211.548,14.466.235,504,65535,65535
767,21/09/2022 20:41:38793000,,393.572,21.472,232.776,21.106,11.689.075,505,65535,65535
768,21/09/2022 20:41:39775800,,394.792,214.964,231.312,211.548,15.391.955,505,65535,65535
769,21/09/2022 20:41:40774200,,394.548,21.472,231.312,211.792,15.391.955,505,65535,65535
770,21/09/2022 20:41:41772600,,394.792,214.964,23.058,211.548,15.391.955,505,65535,65535
771,21/09/2022 20:41:42771000,,393.328,214.964,229.604,211.792,14.466.235,504,65535,65535
772,21/09/2022 20:41:43785000,,393.816,214.964,228.628,211.792,15.391.955,503,65535,65535
773,21/09/2022 20:41:44767800,,393.572,214.964,228.384,211.548,15.391.955,503,65535,65535
774,21/09/2022 20:41:45781800,,393.572,21.472,227.164,211.548,14.466.235,503,65535,65535
775,21/09/2022 20:41:46780200,,393.816,21.472,227.408,21.106,14.466.235,499,65535,65535
776,21/09/2022 20:41:47778600,,393.572,214.964,227.164,211.792,15.391.955,498,65535,65535
777,21/09/2022 20:41:48777000,,393.572,214.964,227.408,211.792,15.391.955,499,65535,65535
778,21/09/2022 20:41:49775400,,394.304,214.964,226.188,212.036,14.466.235,501,65535,65535
779,21/09/2022 20:41:50773800,,393.816,214.964,226.676,211.548,15.391.955,503,65535,65535
780,21/09/2022 20:41:51787800,,39.284,214.964,224.724,211.548,14.466.235,504,65535,65535
781,21/09/2022 20:41:52786200,,393.572,214.964,224.968,211.548,14.466.235,503,65535,65535
782,21/09/2022 20:41:53784600,,393.816,214.964,224.724,211.792,14.466.235,504,65535,65535
783,21/09/2022 20:41:54783000,,393.328,21.472,224.724,211.548,9.837.635,505,65535,65535
784,21/09/2022 20:41:55765800,,393.572,214.964,22.448,211.548,15.391.955,505,65535,65535
785,21/09/2022 20:41:56779800,,393.816,214.964,224.236,211.548,15.391.955,500,65535,65535
786,21/09/2022 20:41:57778200,,393.328,214.232,224.236,211.548,16.317.675,501,65535,65535
787,21/09/2022 20:41:58776600,,393.328,21.472,223.748,211.548,16.317.675,504,65535,65535
788,21/09/2022 20:41:59790600,,392.352,214.232,224.236,211.548,14.466.235,505,65535,65535
789,21/09/2022 20:42:00773400,,393.328,214.964,22.448,210.816,16.317.675,501,65535,65535
790,21/09/2022 20:42:01787400,,393.328,21.472,224.236,211.792,15.391.955,501,65535,65535
791,21/09/2022 20:42:02785800,,392.108,21.472,223.504,210.572,15.391.955,503,65535,65535
792,21/09/2022 20:42:03768600,,393.328,214.964,22.326,210.816,14.466.235,500,65535,65535
793,21/09/2022 20:42:04782600,,392.108,21.472,223.748,210.816,15.391.955,503,65535,65535
794,21/09/2022 20:42:05781000,,39.162,21.472,223.016,20.984,14.466.235,501,65535,65535
795,21/09/2022 20:42:06779400,,39.162,213.988,222.528,211.548,14.466.235,501,65535,65535
796,21/09/2022 20:42:07777800,,39.162,21.472,222.528,210.572,14.466.235,503,65535,65535
797,21/09/2022 20:42:08776200,,391.376,215.208,221.552,210.572,15.391.955,499,65535,65535
798,21/09/2022 20:42:09774600,,392.108,21.472,222.528,211.548,14.466.235,500,65535,65535
799,21/09/2022 20:42:10788600,,39.162,214.964,221.552,210.572,15.391.955,500,65535,65535
800,21/09/2022 20:42:11771400,,39.162,21.472,223.016,211.548,14.466.235,503,65535,65535
801,21/09/2022 20:42:12769800,,39.162,21.472,222.284,210.572,16.317.675,503,65535,65535
802,21/09/2022 20:42:13783800,,391.376,21.472,222.528,211.548,16.317.675,500,65535,65535
803,21/09/2022 20:42:14782200,,391.376,214.964,221.552,211.792,14.466.235,501,65535,65535
804,21/09/2022 20:42:20835000,,391.132,21.472,22.204,211.548,17.243.395,501,65535,65535
805,21/09/2022 20:42:21864600,,390.888,215.208,22.204,211.792,17.243.395,499,65535,65535
806,21/09/2022 20:42:22863000,,391.376,214.964,221.308,210.328,17.243.395,498,65535,65535
807,21/09/2022 20:42:23861400,,391.376,214.964,22.204,210.328,17.243.395,504,65535,65535
808,21/09/2022 20:42:24891000,,39.04,21.472,221.552,210.572,19.094.835,506,65535,65535
809,21/09/2022 20:42:25873800,,389.912,214.964,22.204,211.548,19.094.835,504,65535,65535
810,21/09/2022 20:42:26872200,,390.156,213.988,223.016,211.792,19.094.835,506,65535,65535
811,21/09/2022 20:42:27855000,,390.156,214.232,222.528,211.548,20.020.555,503,65535,65535
812,21/09/2022 20:42:28853400,,390.156,213.744,224.236,210.572,16.317.675,500,65535,65535
813,21/09/2022 20:42:29867400,,39.04,213.988,222.528,211.792,14.466.235,499,65535,65535
814,21/09/2022 20:42:30865800,,390.888,21.472,223.016,210.816,15.391.955,503,65535,65535
815,21/09/2022 20:42:31864200,,39.04,21.472,223.748,21.106,16.317.675,505,65535,65535
816,21/09/2022 20:42:32862600,,389.912,21.472,224.236,211.548,19.094.835,501,65535,65535
817,21/09/2022 20:42:33861000,,389.668,213.988,223.016,210.328,17.243.395,499,65535,65535
818,21/09/2022 20:42:34859400,,389.668,213.988,223.016,211.548,16.317.675,504,65535,65535
819,21/09/2022 20:42:35873400,,389.668,214.232,224.236,211.548,17.243.395,503,65535,65535
820,21/09/2022 20:42:36871800,,390.156,213.988,224.236,210.572,17.243.395,504,65535,65535
821,21/09/2022 20:42:37870200,,389.912,213.988,223.748,211.792,17.243.395,504,65535,65535
822,21/09/2022 20:42:38853000,,38.918,213.988,223.748,211.548,19.094.835,503,65535,65535
823,21/09/2022 20:42:39867000,,38.918,21.472,224.236,210.572,19.094.835,505,65535,65535
824,21/09/2022 20:42:40865400,,390.156,213.988,223.748,210.572,19.094.835,504,65535,65535
825,21/09/2022 20:42:41863800,,389.668,213.988,224.236,210.572,17.243.395,504,65535,65535
826,21/09/2022 20:42:42862200,,389.668,213.988,223.748,210.572,17.243.395,501,65535,65535
827,21/09/2022 20:42:43860600,,389.668,213.988,223.748,210.816,19.094.835,501,65535,65535
828,21/09/2022 20:42:44859000,,389.912,213.744,223.748,210.572,19.094.835,499,65535,65535
829,21/09/2022 20:42:45857400,,389.668,213.988,22.448,210.572,19.094.835,501,65535,65535
830,21/09/2022 20:42:46855800,,389.668,21.472,224.236,210.816,20.020.555,505,65535,65535
831,21/09/2022 20:42:47869800,,389.912,213.988,224.236,210.816,19.094.835,503,65535,65535
832,21/09/2022 20:42:48852600,,389.668,213.988,224.236,210.572,19.094.835,504,65535,65535
833,21/09/2022 20:42:49851000,,389.912,213.988,22.448,210.572,19.094.835,504,65535,65535
834,21/09/2022 20:42:50865000,,390.156,21.472,223.748,210.572,17.243.395,501,65535,65535
835,21/09/2022 20:42:51863400,,388.936,213.988,224.236,210.572,19.094.835,500,65535,65535
836,21/09/2022 20:42:52861800,,389.668,214.232,22.448,210.816,20.020.555,500,65535,65535
837,21/09/2022 20:42:58899000,,389.912,214.964,226.676,210.572,40.386.395,503,65535,65535
838,21/09/2022 20:42:59928600,,389.912,213.988,227.408,210.572,44.089.275,505,65535,65535
839,21/09/2022 20:43:00927000,,389.912,213.744,227.408,210.572,43.163.555,509,65535,65535
840,21/09/2022 20:43:01925400,,38.918,213.988,231.312,212.036,43.163.555,510,65535,65535
841,21/09/2022 20:43:02923800,,389.668,213.744,232.776,20.984,45.014.995,510,65535,65535
842,21/09/2022 20:43:03922200,,389.668,213.988,233.752,210.328,44.089.275,506,65535,65535
843,21/09/2022 20:43:04920600,,389.912,214.232,234.972,210.328,44.089.275,504,65535,65535
844,21/09/2022 20:43:05919000,,390.156,213.744,236.192,210.328,42.237.835,506,65535,65535
845,21/09/2022 20:43:06917400,,389.912,213.744,23.668,210.328,43.163.555,504,65535,65535
846,21/09/2022 20:43:07915800,,389.912,213.988,237.412,210.328,43.163.555,505,65535,65535
847,21/09/2022 20:43:08914200,,389.912,213.988,23.79,209.596,43.163.555,504,65535,65535
848,21/09/2022 20:43:09928200,,389.912,213.744,239.852,210.328,43.163.555,504,65535,65535
849,21/09/2022 20:43:10926600,,390.156,213.744,240.828,210.572,43.163.555,503,65535,65535
850,21/09/2022 20:43:11925000,,389.912,214.232,241.316,210.328,43.163.555,503,65535,65535
851,21/09/2022 20:43:12923400,,39.04,213.988,242.048,20.984,45.014.995,505,65535,65535
852,21/09/2022 20:43:13921800,,390.156,213.988,242.536,20.984,45.014.995,504,65535,65535
853,21/09/2022 20:43:14920200,,39.04,214.232,24.278,209.596,44.089.275,500,65535,65535
854,21/09/2022 20:43:15934200,,39.04,21.472,243.268,209.596,45.014.995,499,65535,65535
855,21/09/2022 20:43:16917000,,39.04,21.472,243.756,210.328,46.866.435,500,65535,65535
856,21/09/2022 20:43:17915400,,39.04,215.208,243.756,210.572,44.089.275,500,65535,65535
857,21/09/2022 20:43:18913800,,39.04,216.672,245.708,20.984,44.089.275,500,65535,65535
858,21/09/2022 20:43:19927800,,39.162,21.594,245.708,20.984,44.089.275,500,65535,65535
859,21/09/2022 20:43:20910600,,392.108,21.594,245.952,210.328,42.237.835,504,65535,65535
860,21/09/2022 20:43:21924600,,39.162,216.184,244.976,209.596,43.163.555,508,65535,65535
861,21/09/2022 20:43:22923000,,392.108,215.452,246.196,210.328,43.163.555,508,65535,65535
862,21/09/2022 20:43:23952600,,391.376,21.594,246.196,210.328,44.089.275,509,65535,65535
863,21/09/2022 20:43:24919800,,39.162,216.672,246.196,210.328,43.163.555,511,65535,65535
864,21/09/2022 20:43:25918200,,392.108,216.672,246.196,210.328,43.163.555,508,65535,65535
865,21/09/2022 20:43:26916600,,392.108,216.428,246.684,210.328,45.014.995,505,65535,65535
866,21/09/2022 20:43:27915000,,39.162,21.716,246.928,210.328,44.089.275,509,65535,65535
867,21/09/2022 20:43:28929000,,39.162,21.716,247.172,210.816,46.866.435,503,65535,65535
868,21/09/2022 20:43:29927400,,392.352,21.716,246.928,210.328,43.163.555,500,65535,65535
869,21/09/2022 20:43:30910200,,392.108,21.716,247.416,20.984,44.089.275,503,65535,65535
870,21/09/2022 20:43:31924200,,392.596,21.716,247.904,20.984,44.089.275,503,65535,65535
871,21/09/2022 20:43:32922600,,392.352,216.672,248.392,210.328,43.163.555,503,65535,65535
872,21/09/2022 20:43:33921000,,392.596,21.716,248.392,210.328,44.089.275,504,65535,65535
873,21/09/2022 20:43:34919400,,393.328,216.672,248.636,20.984,42.237.835,503,65535,65535
874,21/09/2022 20:43:35917800,,393.328,21.716,248.636,20.984,40.386.395,501,65535,65535
875,21/09/2022 20:43:36916200,,393.328,21.838,249.124,210.328,42.237.835,503,65535,65535
876,21/09/2022 20:43:37914600,,393.328,216.428,249.124,20.984,43.163.555,504,65535,65535
877,21/09/2022 20:43:38928600,,393.816,217.404,249.368,210.572,39.460.675,503,65535,65535
878,21/09/2022 20:43:39927000,,393.572,21.716,249.124,20.984,43.163.555,501,65535,65535
879,21/09/2022 20:43:40925400,,394.792,217.404,248.636,20.984,43.163.555,499,65535,65535
880,21/09/2022 20:43:41923800,,395.036,21.716,248.636,20.984,42.237.835,498,65535,65535
881,21/09/2022 20:43:42906600,,395.768,21.716,249.124,20.984,43.163.555,498,65535,65535
882,21/09/2022 20:43:48975000,,397.964,220.088,25.254,209.596,76.489.475,505,65535,65535
883,21/09/2022 20:43:50004600,,398.696,220.332,25.376,20.984,76.489.475,501,65535,65535
884,21/09/2022 20:43:51003000,,398.696,221.308,255.468,20.984,76.489.475,504,65535,65535
885,21/09/2022 20:43:52001400,,397.964,222.284,258.396,209.596,77.415.195,504,65535,65535
886,21/09/2022 20:43:52999800,,398.452,22.326,260.348,209.596,76.489.475,503,65535,65535
887,21/09/2022 20:43:53998200,,399.428,223.748,261.568,20.984,75.563.755,504,65535,65535
888,21/09/2022 20:43:54996600,,399.916,225.944,263.764,209.596,75.563.755,504,65535,65535
889,21/09/2022 20:43:55995000,,399.428,22.692,264.496,209.596,76.489.475,503,65535,65535
890,21/09/2022 20:43:57009000,,399.916,227.408,265.716,209.352,76.489.475,500,65535,65535
891,21/09/2022 20:43:58007400,,400.404,228.384,267.424,20.984,76.489.475,500,65535,65535
892,21/09/2022 20:43:58990200,,400.404,229.604,267.912,20.984,74.638.035,504,65535,65535
893,21/09/2022 20:44:00004200,,399.916,230.092,26.962,20.984,77.415.195,504,65535,65535
894,21/09/2022 20:44:01002600,,400.404,231.556,27.084,20.984,74.638.035,500,65535,65535
895,21/09/2022 20:44:02001000,,401.136,232.532,273.036,209.596,77.415.195,500,65535,65535
896,21/09/2022 20:44:02999400,,399.916,232.776,27.328,209.352,77.415.195,501,65535,65535
897,21/09/2022 20:44:03997800,,401.136,23.302,273.768,209.596,77.415.195,504,65535,65535
898,21/09/2022 20:44:04996200,,400.892,233.996,273.768,20.984,76.489.475,501,65535,65535
899,21/09/2022 20:44:06010200,,401.136,235.704,275.232,20.984,77.415.195,501,65535,65535
900,21/09/2022 20:44:07008600,,400.404,236.436,276.452,20.984,77.415.195,503,65535,65535
901,21/09/2022 20:44:08007000,,401.136,23.668,276.452,20.984,79.266.635,504,65535,65535
902,21/09/2022 20:44:09005400,,400.892,23.668,276.696,20.984,76.489.475,501,65535,65535
903,21/09/2022 20:44:10003800,,401.624,236.436,276.208,209.108,74.638.035,503,65535,65535
904,21/09/2022 20:44:11002200,,401.868,236.924,27.694,209.352,77.415.195,503,65535,65535
905,21/09/2022 20:44:12000600,,402.844,238.632,27.694,20.984,75.563.755,501,65535,65535
906,21/09/2022 20:44:12999000,,403.088,23.912,27.816,20.984,76.489.475,495,65535,65535
907,21/09/2022 20:44:13997400,,402.844,239.608,27.816,209.596,75.563.755,499,65535,65535
908,21/09/2022 20:44:14995800,,402.844,239.608,278.648,20.984,79.266.635,499,65535,65535
909,21/09/2022 20:44:15994200,,402.844,239.852,27.938,209.596,79.266.635,499,65535,65535
910,21/09/2022 20:44:17008200,,403.088,239.852,279.868,20.984,80.192.355,501,65535,65535
911,21/09/2022 20:44:18006600,,402.844,239.608,280.112,20.984,77.415.195,499,65535,65535
912,21/09/2022 20:44:24059400,,402.844,252.296,282.796,209.352,107.963.955,501,65535,65535
913,21/09/2022 20:44:25089000,,402.844,254.736,284.748,209.596,108.889.675,500,65535,65535
914,21/09/2022 20:44:26087400,,403.332,254.492,286.456,209.596,109.815.395,503,65535,65535
915,21/09/2022 20:44:27085800,,403.088,255.468,288.652,209.352,108.889.675,503,65535,65535
916,21/09/2022 20:44:28099800,,401.868,255.712,288.408,20.984,111.666.835,504,65535,65535
917,21/09/2022 20:44:29113800,,403.088,260.348,288.652,20.984,111.666.835,504,65535,65535
918,21/09/2022 20:44:30096600,,402.844,261.812,290.848,210.328,112.592.555,499,65535,65535
919,21/09/2022 20:44:31079400,,402.112,262.788,292.068,20.984,109.815.395,500,65535,65535
920,21/09/2022 20:44:32093400,,40.26,26.474,293.044,209.596,111.666.835,501,65535,65535
921,21/09/2022 20:44:33091800,,402.844,267.424,294.996,209.596,113.518.275,500,65535,65535
922,21/09/2022 20:44:34090200,,403.088,268.888,29.524,209.596,111.666.835,499,65535,65535
923,21/09/2022 20:44:35088600,,402.844,271.328,296.704,20.984,111.666.835,501,65535,65535
924,21/09/2022 20:44:36087000,,402.844,27.206,296.704,209.596,112.592.555,499,65535,65535
925,21/09/2022 20:44:37085400,,403.088,27.206,29.768,209.596,111.666.835,499,65535,65535
926,21/09/2022 20:44:38099400,,403.088,275.232,297.924,209.108,108.889.675,500,65535,65535
927,21/09/2022 20:44:39097800,,403.088,276.696,298.656,209.108,109.815.395,504,65535,65535
928,21/09/2022 20:44:40096200,,402.844,27.694,298.656,20.862,112.592.555,501,65535,65535
929,21/09/2022 20:44:41094600,,402.844,274.744,298.656,20.862,108.889.675,503,65535,65535
930,21/09/2022 20:44:42093000,,403.088,273.524,298.656,209.108,112.592.555,500,65535,65535
931,21/09/2022 20:44:43091400,,403.088,27.694,301.096,209.108,111.666.835,498,65535,65535
932,21/09/2022 20:44:44089800,,403.088,278.404,301.096,209.108,112.592.555,503,65535,65535
933,21/09/2022 20:44:45088200,,403.332,277.184,301.096,209.596,112.592.555,504,65535,65535
934,21/09/2022 20:44:46086600,,404.064,27.206,301.096,209.596,112.592.555,504,65535,65535
935,21/09/2022 20:44:47085000,,40.26,274.012,30.134,20.862,113.518.275,504,65535,65535
936,21/09/2022 20:44:48083400,,402.844,27.45,301.096,209.108,112.592.555,504,65535,65535
937,21/09/2022 20:44:49097400,,404.308,27.572,30.134,209.108,112.592.555,504,65535,65535
